text,label
Iya,0
Hati2 termakan mulut manis,0
😊😊😊😊😊,0
😊,0
Cuma bisa ngomong lu anis,0
Semoga allah mengutuk manusia-manusia licik,0
"Anis senyum bengis, tatapan wajah2 licik",0
Itu gugatan pa anis,0
Pembuka di penuhi gugatan,0
Wadas apa kbr pak Ganjar,0
"Ganjar notbad, tp partainya bigNo. Bgus nnti ganjar kluar dr partai itu, biar next bisa mandiri sndri.",0
"Siapapun presiden nya asalkan jngan anis ,",0
ALL IN PRABOWOOOO 🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘,0
"Anis penghancur Indonesia,",0
"Anis asu edan gak cocok jadi president,  pemikiran penuh imajinasi, tapi gak ada kerja nyata",0
0:08 0:08 😊 0:08,0
"2,2024",0
Kualitas yg gmana yg sok keras klo nilang..  Yg sok keras saat d clubbbbb😂😂😂,1
Prabowo❤❤,0
"Tiap baris duduk penonton,kasi staff donk...tegur 1-2-3x usir...menganggu sekali tereak2 ga jelas,applause boleh tapi bukan tereak2....acara debat pemilihan presiden,kaya nonton indonesian idol penonton ny",0
Anis adalah pilihanku,0
😅,0
"Presiden itu 👉 penipu 👉 mulut kadal 👉 mulut kambing  👉 mulut jin 👉 sadis nya mereka semua presiden tidak mau tersinggung dan tidak mau tahu akan korupsi yang pernah mereka kerjakan, mereka berlagak seperti Tuhan,berlagak seperti manusia yang baru lahir merasa tidak punya dosa, dan semua prajuritnya presiden juga memonopoli korupsi negara sehingga tidak meninggalkan jejak susah di Brantas",0
"Kami atas nama rakyat indonesia kami tidak bodoh lagi ,kami punya hati nurani yg gk bisa dibohongi kami tau mana yg layak jadi presiden di akhir jaman ini.kami gk butuh pemimpin yg pecicilan.",1
"paaak prabwo paak prabowoo 

yg gemoy  yang gemoy pak prabwooo pak prabowo kami cinta  pak prabowo🫰🫰🫰",1
Mau nanya kalau mau daftar jdi calon presiden . Harus bayar berapa ya ?,0
"Sebenarnya tidak boleh saling menjatuhkan salutt,,,sama pak prabowo pak prabowo,,,patas jadi pemimpin negri ini❤❤",0
"Terharu melihat kerendahan hati bapa....maju terus bapak prabowo,,,,💪💪💪💪💪🥰",0
Pak Prabowo ❤❤,0
"Nanti klo Pak Ganjar jd presiden,  Pak Prabowo ttp jd menteri 
Dan begitu pun sebaliknya
Klo pak Prabowo jd Presiden , Pak Ganjar jd menterinya..
👍👍👍
Mau kawan atau lawan, klo kita bisa memanfaatkan potensi dr mereka,  ya "" Kenapa Tidak !!! ""

Smoga  Yang terbaik dr mereka lah Yang Kelak akan memimpin Indonesia 2024-2029..
Amin 
❤❤❤",0
"2 capres serang prabowo, seolah2 indonesia tanggung jawab penuh prabowo,,, padahal pusatnya kasus2 besar ya yang ada di pusat,,, 
dewan main slot, anak pejabat jadi pembuli, pembuangan anak, pemerkosaan , narkoba, operboden warna warni, penggusuran, pungli, korupsi, bannteng terobos lampu merah, skandal vidio di potong2, stanting di makan yg banyak uang, dll.. KITA HARUSNYA BEKERJA SAMA, BILAPUN BERKOMPETISI,, JANGANLAH KE PERSONAL INDIVIDUNYA.",0
hapus sistem kontarak pak ku pilih kelen,0
Debat yang hanya mempertontonkan salah seorang calon dengan sifat yang tidak mencerminkan sebagai pemimpin negara.,0
Kedua capres sll menyerang pekerjaan Prabowo.. ini bukan debat tapi mengkritik kinerja pak Prabowo ..,0
"Insyaallah untuk ke tiga kali nya saya milih bapak Prabowo,,,tetap semangat pak,❤❤❤",0
Haduh aku orng boodo tapi melihat psangan no tiga memalukan  kenapa  berlagak kayak  gaya gaya aja  ini waduh  nggak bisa percayA  saya,0
Siapapun presidennya yg kita inginkan adalah orang baik,1
Dri dulu selalu dukung pak prabowo tpi sekarang karena wakilnya mas gibran jdi ragu kayaknya harus pilih 01 tpi setelah lihat debat capres dan cawapres fix pilihanku 02,1
Salam  pemilu damai😊,0
"ini debat apa roasting🤣 knp paslon 01 03 menyerang paslon 02 bukannya bahas negara kedepan malah mencari kesalahan paslon 02, terlihat sekali sifat aslinya ingin terbang dgn cara menjatuhkan orang tapi sayang jatuh sendiri 😢😂😂",1
No 1 banyak omong lupa kerja. no 2 Banyak kerja lupa ngomong. no 3 Beda yg dikerjakan beda yg di omongkan. Al in no2,0
Iqro' ......anies semakin didepan,0
"Paslon 01 terlihat arogan , suka meremehkan orang lain, terlalu ambisi untuk menjelekkan paslon 02",1
Pak parbowo pasti menang saya dukung pak parbowo,1
"sabar pak Prabowo, biar angka yang menentukan nanti siapa yg benar..",1
emg patah2 ya?,0
"Disuruh closing statement kok ganjar malah menunjukan data kemenhan itu jelas bias bukan menunjukan seorang kenegerawanan, kalo anies diseai tanya jawab menjanjikan rumah untuk tni,, nah itu rumah dp 0 % di dki juga gak jelas tuh bahkan isu kelebihan bayar belom selesai, jelas pak prabowo katakan kalo pk anis  menyesatkan penonton dan pemirsa",1
Anis😀😀😀😀😀😀,0
tiati dgn watak sperti pak prabowo suka playing victim😅 ngeri,1
"Paslon 01 sibuk mencari kesalahan paslon lain , kelihatan merendahkan 😢 agar supaya orang mengakui dialah yang terbaik ,
Paslon 02 saya liat benar benar tulus ingin mengabdi kpd negara ,dan bicaranya fokus ke bagaimana negara kedepannya bukan mencari kesalahan Paslon lain.keren",1
Kami bersama mu pak prabowo,0
Prabowo jangan dipilih😂,1
Alhamdulillah Pak Prabowo dan Mas Gibran' yang terbaik untuk Rakyat Indonesia,0
The real Sengkuni..udah kliatan ..di suruh adu gagasan demi kemajuan MLH nyebar gosib dan fitnah..lebih parah dari emak emak,0
Ternyata acara ini untuk.  Meyakinkan 02,0
Jangan mencari kesalahan lawan lawan pak anis,0
"Anis2  seorang calon presiden yg di bahas , soal masa depan negara kita ke depan , bukan soal masa lalu.",0
Pak anis terlalu ambisi menjelekan pak prabowo..,0
Saya pribadi tetap pilih no 2..tenang pak rakyat ga buta..jasa bapak lebih besar dari mereka..bapak seorang jendral yg terjun langsung ikut berperang mempertahankan timor timor,0
saya bersukur dan bahahagia  sudah sehat bahagia sukses bermanfaat kaya raya bijaksana keluarga harmonis anak berbakti dan ceria tiap detik sejak dulu,0
"01 dan 03 udah sangat  layak yg mimpin indo dan seharusnya bersaing dengan sehat dan objektif ,kek nya no 2 engga dlu deh , gila bgt menghalalkan segala cara , sampe ngubah uu apalagi mk nya om nye samsul ,track record dia mimpin buruk , jadi tni di pecat , food estate ancur,beli alusista tapi database kemenhan di retas,gaji tni ga pernah naik, punya tanah berkehektar2 tapi rumah dinas tni ga di liat dan semuanya pake  apa? duit rakyat ,berapa? Beribu triliunan , sadarlah sodara warga indonesia jangan tergiur sama money politik karena di daerahku 02 money politic nya gila2an!!!


Pilihlah pake nalar dan pake kepala dingin alias mikir, masa depan indonesia di tangan kalian!!!",0
CAPRES NO 1 : sosok yg bisa menterjemahkan PERJALANAN indonesia dengan apik dan MENGERTI apa yang TERBAIK untuk bangsa ini KEDEPANnya.,0
"Bapak anies , naon nu di rasa pak ???",0
Prabowo takut negeri ini jatuh ke keturunan Yaman .negeri Yaman akan jaya,0
"Bener. Mereka cuma fokus sama paslon 1 dan 3 yang sibuk berbicara kesalahan prabowo. Padahal perkataan mereka bener. Gue heran kenapa sama mereka, mereka ga dengerin perkataan kedua paslon itu",0
Oh,0
"Pak prabowo emang selalu bagus untuk jadi menhan saya akui, tapi maaf pak untuk presiden kapasitasnya saya lebih memilih anies. Secara IQ EQ nya sangat stabil dan pemimpin itu harus dingin agar di hormati. Menurut saya",1
2:24:37 KKB aja gak bisa di berantas. Malah TNI qta jdi korban.,0
Harapan saya siapapun yang jadi pemimpin negara republik Indonesia harus mampu menutup semua akses judi online agar rakyat bisa lebih fokus meningkatkan ekonomi keluarga.,0
"hahaha d sini ternyata banyak pendukung 02 yah, amit amit deh, O2 dinasti Jokowi",0
untuk menyelamatkan Indonesia jgn pilih 02,0
"Kenapa sih Anis sama Ganjar tetap ngotot KPD PK Prabowo untuk buka data negara sudah jelas2 itu menyangkut rahasia negara apalagi berpengaruh sama menhan sebelumnya ,untung PK Prabowo tidak terpancing dengan hal itu ,semangat PK Prabowo gemoy😘",0
anies haram,0
Biasa.nya.klo pintar ngomong.orang itu.suka bohong.mulut manis.dan janji manis.,1
Berapo.pak perabowo.,0
Semangat.pak prabowo.tetap semangat.kami mendukung mu.,0
"Nomor  Urut 2 Yes,.2024..lnjut dan menuju masyarakat makmur,adil dan merata dlm kehidupan ekonomi.indonesia kaya😊",0
Paslon 1 terlihat sangat arogan 🥲,0
"Alhamdulillah sudah keliatan siapa pemimpin yang cerdas secara intelektual dan cerdas secara emosional.. Smoga Allah menyertai langkah pak Ganjar… Menang ataupun kalah tetaplah menjadi panutan kita dan tetap menyumbangkan smua ide, potensi dan tenaga untuk bangsa Indonesia..",1
anies tong kosong nyaring bunyinya,0
hostnya bagusan yg kemaren,0
Anis sok cakep dri tdi. 😅,0
Rakyat butuh kerja nyata bukan janji belaka. Maju terus untuk indonesia pak prabowo😍,0
All in Prabowo ❤❤❤❤,0
"Sabar pak,,kami mendukung pak prabowo biarpun mereka saling menjatuhkan tpi bpak ttp sabar menanggapi nya,semoga kemenangan berpihak pda bpak🤲",0
yoi sayangnya banteng,0
"d brantas mah sbenerny mudah bos,,, tp terkendala dngan ham bos....",0
2jari pak Prabowo,0
"Si Wowo terlihat mati kutu, dicecar Paslon lain dengan data, bisanya hanya ngeles.
Anis terlihat tajam dlm sikap, Ganjar terlihat cerdas dlm argumen.",1
"Anis Basweda arogan kepintarannya, maka jangan di pilih",0
"Menurut observasi di negara Timor Leste, Bayank orang Jawa Timur berjualan di Negara Timor Leste,,,Semua Orang Jawa Timur di Timor Leste dukung Ganjar,,,,tapi pribadi saya dukung Bapak Prabowo. Makasih: Jony Dana dos Santos",1
Di akhir byk sekali orang yg dtg menghampiri pak Prabowo. Terharu😢,0
Negara ini gada oposisi jadi tidak ada yg mengkritik jalannya pemerintahan,0
senyum mu itu loh pk anies penuh tipu²,0
Efesiensi anggaran tidak dapat dilakukan dengan kelebihan bayar dan anggaran siluman,0
"Si Wowo aneh, yang ditanya apa dijawabnya laen. Emang ga jelas ini orang. Yang kayak gitu masih di dukung. Aneh deh. Pendukung Prabowo sebenrnya otak kalian nyimak ga sih gagasan dari Paslon 1 dan 3",0
PRABOWO kerja nyata,0
Pak prabowo kelihatan kagum sama pak anis krn secerdas itu ini org 😂😂😂,1
Masya Allah cerdas sekali pak anis.,1
"liat debat ini mulai hari ini fix eneg bgt liat anis, mulutnya jahat bgt. pdhal saya sebagai saudara kandung yg kakak saya sebagai prajurit tni banyaaaak bgt perumahan dinas yg disediakan untuk prajurit tinggal pilih aja mau yg mana",0
"' kenyataan manis di pandang pahit di rasakah.
.Wayah e wong tulus tampil. 
RI 01 Bp H.Prabowo subianto.",0
Anis hanya bisa ngomong Dia pandai  merangkai kata tp tidak dgn kenyataan tong kosong nyaring bunyinya,0
"Kocak jir wkwk😂, menyesatkan, gapunya etik, siapa yang dari tadi komen2 ga jelas keluar dari pembahasan wkwk😂",1
bapak prabowo kurang lugas saya ga bisa ambil inti sarinya,0
"Tetap anis ,aamiin",0
"Yuk kita dengarkan para calon petinggi negeri, memberikan janji manis yg belum pasti terealisasi ucapannya....",0
Cerdas ngomong doang tapi tapi kerja nyata enggak bisa..jadi menteri pendidikan aja di pecat pak Jokowi enggak bisa kerja bisa nya ngomong doang 😂,1
Nama nya bukan Anis klau enggak manis di bibir saja Anis aja jadi menteri pendidikan enggak bisa kerja bisa nya merangkai kata kata doang makanya di pecat pak jokowi😂,1
Jgn pilih capres yg punya kelebihan kedengkian dan kebencian yach!!😉😀,0
"Masyaalloh Bpk KPU menyebut hari Ahad.Bismillah 1,aminnn.",0
"dari debat kemarin gw paling suka Pak Ganjar, Ketegassananya, keberaniannya, gagassannya,, jga visi misinya juga programnya sangat jela sekali,, saling respect jga,,",1
Nomor urut 02 terlalu emosional untuk sebuah acara resmi debat capres tahun 2024 😭🙏🏻,0
"senang prabowo bisa tahan emosi gak ngomong kasar saat debat gak kaya kampanye.. beda banget kharismanya sama Pak Ganjar yang memang presiden sejati,,, kalau anies bisanya mancing emosi doang,,,",0
👍👍👍,0
kalo lu mau liat manusia populasi low iq di indo cukup hitung berapa jumlah pendukung wowo,0
Jangan sebut2 nama Allah jika tidak sesuai dg kenyataan nya,0
Pak Prabowo slalu di hati😍😍,0
Pekerjaan yang kecil kita laksanakan dengan baik maka pekerjaan yang lebih besar akan lebih baik dan sukses,1
NKRI harga mati ..,0
"Anis Sm Ganjar Ambisius jd pemimpin, Sementara Prabowo terlihat tulus dan ikhlas cinta pd negara ini. ✌️",1
Tetep pak Prabowo lainnya gak mutu,0
Xenia ❤ 0:23,0
Insyaallah pak prabowo presiden kita yg baik,1
Tidak usah lihat debt aku tetap no 2 so semakin menyerang semakin menjelas kan buruk nya sifat paslon no 1 & 3😂😂 hati2 netizen lebih pintar menilai mana yg baik & pura2 baik😅,1
2024 all in prabowo,0
nis anis KAKEAN CANGKM,0
Apa cuman saya yg berpikiran dari salah satu capres ini ada yg cara berbicara nya SONGONG?,0
31 : 40  ( TAIK ),0
itu namanya debat seperti itu,0
Banyak yg low IQ ternyata 😢,0
" mbakviro  ya jelas nggak lah. Ini kan debat RESMI, jadi seharusnya sikap yang ditonjolkan juga harus sesuai walaupun dlm kondisi ""terpojok"". Pinter2 menyesuaikan lagi ya mba🥰",1
Dari dlu emosional broo😂😂😂,1
Bumi dunia​ ini​ sudas.cukor 7000thn,0
Setia kepa allohku​ toen kepada nabi​ roso,0
"Gw ko liat mata pak ganjar raut wajahnya kayaa beda ya,auranya -😂",1
mending pak manis ngurus tempat parkir banjir...hujan..angin aja deh... gk cocok bahas pertahanan...ini membuka peluang teroris untk mengetahui keamanan qt...rahasia pertahanan mw d buka...,0
kok bisaa sihhh anis begituuuhh,0
sabar pak prabowo walau di hina di ejek insaallah akan mengankat derajat bapak❤❤❤❤❤,0
senang sekali pak anis bilang anggaraaaaannnnnnnnn😂😂😂😂😂,1
Pak prabowo alhamdulillah banyak yg mendukung bapak dikomentar ini pak. Semangat pak,0
☝️,0
Kasi pertanyaan yang bisa di jawab dengan pr3sentasi... gmna caranya ? 😅😅😅,0
"Penjara juga di pantau pak,... Makanan masa kadang jelas, kadang GK,.. jatah orang susah itu,... 
Di sana juga sekolahan pak, banyak ilmu,... Banyak orang baik yg GK kuat bayar sekolah akhirnya sekolah di lapas,... 
Perlakuan juga di pantau dong, jangan menyalah gunakan kekuasaan,..
Giliran lahir teroris karena banyak penghasut bingung,...",1
Pak prabowo jadi mentri pertahanan aja yg cocok mnurut gua,0
Terharu sama Bapak Prabowo.....,0
"Ini masuknya bukan debat anj, ini mah jatohnya menjatuhkan pa prabowo, emmh ye bnr"" Lu anis, so soan bahas pertahanan lu aja dipecat jadi mentri HADEHHHHH urus jakarta dulu sono nis",0
Prabowo Gibran  USA,0
"Kemarin aku suka pak anis ya, sekarg aku pindah haluan, ternyata",1
yang 2 mh kya lagi curhat ya,0
"Pak Anies Presiden, kami butuh pemimping yang punya gagasan dan terbukti reskam jejak nya,bukan yang cuma pamer goyang",0
Macam dah betul kali kau buat kajarta itu,0
kita harus bisa menilai mana level gubenur mana level mentri dan mana lever presiden. yang layak presiden Amin,0
Mulut mu Anies... Anies.. Apkah dijakarta km mlakukan ap yg sudah d jd tugas untuk mu....???????,0
Anis cuman pinter ngomong aja semua bisa aja ngomong bukti nya inti nya .....probowo go go go,0
"Ya Allah semoga Indonesia semakin damai dan sejahtera yg bs mengerti rakyat na .
🤲🤲🤲
Aamiin aamiin ya rabbal aalamiin",0
Pada baperan pendukung 02...😂😂😂,1
Anis berbicara tentang etika.. Tp dia sendiri tidak punya etika.. 😂,1
"Secara gagasan memang pak ganjat terbaik sih. Tp knp yang di pikirkan hanya kesejahteraan tni polri jaksa hakim dr debat pertama yang dipikirin hanyaaaaa ituuuuuuu terusss. Knp ga mikir kesejahteraan rakyat swasta juga gtu. 

Apalagi mau menggratiskan kuliah bagi anak tni. Mohon maaf pak, saya rasa tni mampu kog mengkuliahkan anak2 mereka. Lebih baik anggarannya untuk siswa berprestasi aja pak. Seperti program Bidikmisi pak. Tanpa ada batasan dalam artian semua orang boleh ikut program Bidikmisi tanpa membedakan status orang tua. Dengan begitu gen z akan terus semangat belajar demi meraih cita2. Bukan menjadi anak muda yang hanya mengandalkan orang tua, kecil mental dan termanjakan. 

Saya orang dari desa, tidak ada biaya untuk melanjutkan sekolah, pun tdk ada beasiswa untuk orang seperti saya, tdk ada bantuan untuk keluarga saya. Tapi saya terus semangat belajar bekerja sambil sekolah. Yang Alhamdulillah dengan sedikit waktu yang saya punya untuk belajar saya bisa lulus kuliah dengan jalur Bidikmisi. Rasanya tdk adill apabila anak pegawai negeri dpt perlakuan khusus seperti itu. Pdhl mereka gaji orang tua sudah besar. Kalau anak dari 0egawai negeri ikut dimanjakan oleh negara lalu apa guna mereka untuk bekerja keras belajar demi memperoleh kepandaian. Saya menangis melihat 3x debat presiden yang mana saya jd males untuk memilih salah satu dr 3 paslon ini. Krn saya ga habis pikir dg gagasan ketiganya. Sekian dan terima kasih",0
Semangat pak pra bowo gibran kami tetap mendukung mu💪💪💪💪✌️✌️✌️✌️,0
Alhamdulillah sampai saat ini dukung pak pra bowa karna lahan ya bukan hasil korup si sebelum menja bat pak ra bowo udah banyak lahan✌️✌️✌️💪💪💪❤❤❤,1
Anies...Anies...  Kau kira di jakarta pekerjaan mu tuntas kah..?? Dasar Manusia yg tdk tau berterimakasih. ASAL KAU TAU YAA ANIES.. PRABOWO RELA MENGADAIKAN TANAH UNTUK DANA MENGUSUNG DIRIMU MENJADI GUBERNUR JAKARTA.. DASAR PENGHIANAT KAU ANIES,0
Pak prabowo jangan takut. Saya akan slalu mendukung nya. Semangat trus pak. Saya yakin bpa akan jdi pemimpin yg terbaik... ❤❤    💪💪💪,0
Sekeluarga aku dukung pk prbowo salm 2 ✌️,1
Sadar gak sih penonton kalau iklan LA light ini menyindir anies?,0
Awalnya saya akan memilih ganjar tapi setelah debat ini saya yakin pemimpin yg negara ini harus jatuh ke Prabowo. Kalau anies mah tukang gak usah ditanya dia mah jago omon omon,0
"Capres terbaik bapak anies rasyid baswedan,beliau bertanya debat sesuai fakta mengenai kebijakan dan mengenai pertahanan dan bukan personal.",0
Love you pak prabowo keluarga saya mendukung mu pak ❤,0
Capres Si penonton Bokep Anti Israel,0
Insyaallah bpk hj prbowo dn ms gibran.akn meng dalm satu putran..pagrib ❤,0
Bismillah Prabowo-Gibran💪,0
"Harusnya Anis di palestina aja jadi capres   karna  Negara ini Negara indonesia  yg pilih capresnya Rakyat indonesia bukan Rakyat palestina.  Kalaubegitu pisidanmisi pak Anis. Jangan haraplah Rakyat indonesia untuk milih Capres No 1 
Anisbaswedan.",0
Moga ya Allah BP Prabowo yg menang.,1
Muka anis saat mendengar &  saat mendengarkan lawanya bicara jauh skali.... Sprti dia bner & yg lain salah....,0
"Liat muka anis, liat muka org yg suka meremehkan org lain,   sprti bner skali, muka penuh klicikan",1
Salut sih sm buzzernya pak Prabowo. Banyak bgt uangnya yg dibakar ya pak😅😅😅,1
KALIAN KOK UDAH PADA TAUSIH MP DUKUNG SIAPE AHELAH DIBAYAR LU SEMUA😂😅,1
"Menolak lupa... Siapa yg ngobok2 kota jakarta sampai2 mentri kemaritiman bu puji  cm bs tenggelamkan kapal... Tp yg satu ini tenggelamkan seluruh kota jakarta.. Tdk lain tdk bukan inilah sosoknya yg pintar menyusun kata2 ketimbang kerja....siapa dia?  Inilah bapak A-
😂😂😂",1
Anis lupa mimum obat olengnya😁,0
"Ni penonton kok kyk penonton bayaran di tv tv pada tereak tereak , sekelas debat capres udah kyk acara bola",0
"berbicara menggunakan data bukan ke arah palestina utang indonesia masih banyak ko malah masih beli alat perang sampai triliunan sedangkang indonesia masih bayak yg susah mencari makan 
sy rasa makan dulu baru bisa berfikir bukan belanjan dulu baru berfikir 🤣",1
"Sembarang wes, sopo ae kono sing gelem mikir negoro. Penting gak enek tawuran yo lek, gak enek bom² an, gak enek brong² an. Sing rukun kro dulure.🤲",0
"Insa,allah pak prabowo menang""...",1
❤🇮🇩❤️,0
"Pemilu sbntar lagi dan pemimpin baru akan di pilih memimpin negeri ini...sy cm berharap siapapun nanti yg jd presiden bisa mengharumkan nama republik ini di mata dunia dan jgn lg mau di INTERVENSI negara "" LAIN hrs TEGAS dan yg terpenting adlh bisa mewaspadai akan adanya bahaya laten KORUPSI...ini tugas presiden dan pemerintah untuk menindak tegas para KORUPTOR dan mampu memegang AMANAT rakyat yg memilih...BUKTIKAN.... WE ❤ NKRI",1
Siap dukung Pesobowo  gibran,1
"Anis Baswedan TDK tahu alutsista& strategi pertahanan tp sok tahu masalah pertahanan,",0
"Saya si rambut putih awalnya...
Sudah 3x nonton ini, anis emang ngambang nanya sama jawab apapun.. saya setuju pak prabowo tidak buka ini tentang pertahanan kita... Koq pak ganjar gak ngeh juga, tp ngotot di tutup dengan pidatonya.. saya jd ragu milih beliau....",1
Tetep pak Ganjar yg 2 buang aja kelaut,0
"Si anis tu pinter ngomong, tqpi kerjanya sangat nihil",0
"Anti anis rintik dan ganjar bokepers japanese ..... Saya perwakilan dari jawa timur tetep dukung pak prabowo dan mas gibran satuputara 02
❤❤❤",1
Anis raine sengkuni,0
"KITA BUKAN BUTUH VISI MISI YG KELUAR DARI  MULUT"" MANIS PARA PASLON , ..


YG KITA BUTUHKAN HANYALAH KERJA NYATA DAN KESINGKRONAN ANTARA MULUT DAN BAHASA TUBUH YANG TULUS UNTUK MEMPERJUANGKAN RAKYAT NYA. ..",0
Indonesia negara judi,0
Anies mantap memimpin INDONESIA,1
ANIS BASWEDAN SOSOK BAGIAN KELOMPOK KONSPIRASI  RADIKAL INDONESIA  BISA MENYEBABKAN  BERDARAH DARAH BANGSA INDONESIA. !!!!!!!,0
"Aq suka prabowo tpi belum respect gibran,, kudu piye",0
Prabowo dan gibran lanjut,0
Bnyak orang besar yang gak suka dengan pak Prabowo hingga mengintervensi pak prabowo,0
"njare ganjar, suruh kasi kata penutup masih ngotot data, tau apa soal pertahanan ? wong katae orang biasa. hm",1
Para penjegal ikn adalah penghianat  Indonesia adalah golongan manusia yang tak patut menjadi jajaran pemimpin di. INDONESIA  !!!!!!!,0
Saya pasti dukung yang berperan di lapangan,1
Klo pak Anis sok pinter mau jadi presiden tapi pasti ambruk   ke depannya klo pak Prabowo biar keras tapi pasti terbukti dan pak Ganjar mau jadi presiden itu blm tau tujuannya apa,0
02 menang,1
Berpikir benar bukan menjegal proyek ikn yang anggarannya kurang dari 500 trilyun rupiah karena berpolapikir yang benar adalah bagaimana secara berkelanjutan Indonesia bagaimana berpenghasilan tahunan berkelanjutan lebih besar lagi  !!!,1
Pro Prabowo ndukung Prabowo AQ nggk dukung,1
"Top One Nice All,  Di daerah saya Bogor dulu di Tps menang Prabowo ikut Ijma Ulama , InsyaAlloh bisa jadi ke AMIN",1
"Udah jls2 keliatan siapa menang debat,smua kaum intelek jg sdh coret 02 krn melanggar etk wakilnya,mklum 72%rakyat kt cm tamat smp,tp sy ykin yg komen buzer krn modal kuat😂",1
01 03 kerenn hrs kompak utk melawan dinasti kecurangan dn ank haram konstitusi👍👍👍,0
"Jendral tidak wajib pintar ngomong,,yg terpenting adalah bisa mengatur strategi dalam bekerja!✌🏼",1
Semoga AMIN yg jdi pemenang 🎉,0
"3 paslon hebat dlm ber ,,dulu saya berharap ada nama pak Gatot Nurmantyo walaupun jadi cawapres ....",1
lawak,0
"Inti perubahan adalah menghentikan penderitaan rakyat, melalui :
1) memperbaiki atau memperluas program yg sdh bagus.
2) mengevaluasi program yg sdh ada
3) membuat program baru utk kepentingan rakyat.
4) menghentikan program lama yg rugikan rakyat.

VISI MISI AMIN(ANIES-MUHAIMIN) sudah sangat jelas akan melakukan perubahan besar besaran, berantas semua mafia mafia, dan akan mensejahterakan seluruh masyarakat dengan kesetaraan. ALL IN AMIN",1
Saya awalny dukung anis.sekarang mau muntah denger anis banyak. Omong.prabowo mnang 1 putaran semoga,0
"prabowo,prabowo,prabowo",0
"Halah nis nis, bacot doang",0
Prabowo wajahnya ngempet...,0
"Gak usah repot, pak Prabowo jadi",0
Anis tiori pasti no 1 peraktek nol besar.,0
Aku mimpi ganjar menang pemilu....tapi all in pak probowo..,1
Anis ngomongin pak Prabowo dengan data ngak valit itu sudah termaksud fitnah,0
Love prabowo,0
"02 insyallah, kalah 2 kali its ok. mungkin belum waktunya. insyallah 2024 diberikan yg terbaik pak.
pilihlah dengan hati bukan dengan hasutan hehe. salam akal sehat bro. kalo cuma main jatuh2 kan personal mungkin bisa nilai sendiri deh yg lain 🤭",0
Bnr kata pak prbowo memang g boleh di sebarkan masalh negara takut nya negara asing gampang melihat kelemahan negara indonesia,0
sunguh cerdas pak ganjar,1
"Dari debat ke 3 ini jika kita cerdas, yang paling tidak bermasalah, memahami pertanyaan, memberikan jawaban konsisten dan jelas visi misinya hanya Pak Ganjar. Memang betul , Pak Anis sangat kelihatan sekali menjatuhkan personal dan sedari awal merencanakan menyerang Pak Prabowo, namun kalo Pak Ganjar jika kita cermat beliau murni bertanya karena memang sesi tanya jawab debat begitu alurnya,tidak ada terlihat menyerang personal sama sekali. 
Jangan hanya karena kasian, karena ""pantang menyerah"" maju terus untuk mencalonkan presiden kalian jadi memilih , tapi pilih lah yang benar benar jelas dan tidak bermasalah. Oke kesetiaan dan cinta tanah air Pak Prabowo memang SANGAT TIDAK DIRAGUKAN dan terlihat jelas ketulusannya, tapi kalo untuk memimpin negri lihatlah dari kinerja, visi misi, ide dan gagasannya, tulus saja tidak cukup",1
pasukannya bnyk yah😂,1
"Pak prabowo gk bisa di kritik,
P",0
Orang cerdas pilih anis,1
Taikk nis nis,0
"Pak  Prabowo, mantan Panglima TNI,jadi beliau lebih tahu tentang hal itu.",0
"Kemarin saya pilih 1, tapi berbalik hati saat melihat debat ini, hati saya respek sama pak prabowo dengan apa adanya😢, pertahankan pak, anda tulus, itu yg disukai dari kami 🙏",0
"Anis pinter ngomong ,,tp gada bukti 😂😂  udah jelas tujuan anis hanya kekuasaan bukan untuk mengabdi",1
"Jadi tkut de,,, dgn paslon nomor satu  cerdik tapi takut😅",0
sabar kawan ingat kamu bukan siapa-siapa saya.,0
"Saya tinggal di jayapura, dan saya melihat sendiri pembangunan rumah susun untuk para prajurit tni, ada bnyak
.untuk polisi jga ada bahkan polsek"" bru jga ada
.jdi tolonglah jgan negeri ini luas
.mngkin dsna blm di bngun ,tapi di tmpat lain di bgun
.bahkan ada program tni membangun desa
.hidup TNI, hidup prabowo",0
banyak buzzer ruwet..no respon..😆😆😆,0
